genes,logFC,logCPM,LR,PValue,FDR,AGI,At_symbol,At_short_description,perc_ID
BraA02g010660.3C,-4.388934476133842,3.7975671969237976,47.295516714549706,6.105169616090663e-12,1.1193326167019893e-9,AT5G59820,AtZAT12,C2H2-type zinc finger family protein,84.76
BraA05g035990.3C,-2.637480736611183,1.7843741054005473,47.27700277477565,6.163107444143713e-12,1.122848405295315e-9,AT3G10815,NA,RING/U-box superfamily protein,82.03
BraA06g009110.3C,-0.8525133396003064,6.849236868630077,47.159624251479315,6.543456218250674e-12,1.1778224350377895e-9,AT1G63000,NRS/ER,nucleotide-rhamnose synthase/epimerase-reductase,81.788
BraA02g031340.3C,-2.0724989344692766,3.7452413235578965,47.153354364542935,6.564421354149294e-12,1.1778224350377895e-9,AT5G44550,CASPL1B1,Uncharacterised protein family (UPF0497),87.27
BraA09g025000.3C,-1.5846770276487887,5.064011946314994,47.14667548220359,6.586828033558475e-12,1.1778224350377895e-9,AT4G05160,NA,AMP-dependent synthetase and ligase family protein,81.529
BraA09g010390.3C,-1.533754015263665,4.4364731999666835,47.1252382408405,6.659265289088553e-12,1.1810504516768003e-9,AT2G15760,NA,Protein of unknown function (DUF1645),81.205
BraA03g024060.3C,-3.0989487997337206,2.4895084068688176,47.117261500136934,6.68642205450826e-12,1.1810504516768003e-9,AT1G01680,ATPUB54,plant U-box 54,84.783
BraA06g028990.3C,-0.9057642723901483,5.288497425519789,46.875940853849514,7.562542928341728e-12,1.327707536655777e-9,AT5G65500,NA,U-box domain-containing protein kinase family protein,83.929
BraA05g022240.3C,-0.7652538434679699,5.828523967431228,46.69223749665812,8.305735870357623e-12,1.449400943930841e-9,AT1G34180,anac016,NAC domain containing protein 16,75.924
BraA03g042380.3C,-3.548394047767019,3.814688950717373,46.60239242133267,8.695402674279719e-12,1.5083139201708676e-9,AT5G41750,NA,Disease resistance protein (TIR-NBS-LRR class) family,78
BraA09g054080.3C,-1.2287306429822646,5.610657231552279,46.470648828573985,9.300113238064576e-12,1.6036052397634202e-9,AT2G23810,TET8,tetraspanin8,82.238
BraA03g044580.3C,-2.289791813767322,2.539443343453225,46.419409328664386,9.546517272129062e-12,1.6363521440179567e-9,AT5G61560,NA,U-box domain-containing protein kinase family protein,87.305
BraA09g013600.3C,-2.969445809438072,0.8333807307369259,46.22524090559594,1.0541021298266179e-11,1.796190029224557e-9,NA,NA,NA,NA
BraA05g038080.3C,-1.5541290553172598,5.2583890788274585,46.0624904912511,1.1454055909742936e-11,1.940357260780312e-9,AT3G07600,NA,NA,79.31
BraA01g011610.3C,-0.9355717608635081,6.33184473749606,46.04669904490123,1.1546753508436628e-11,1.9436615474089092e-9,AT4G20830,AtBBE19,FAD-binding Berberine family protein,82.415
BraA02g018770.3C,-1.8370531573135926,3.8948187965741914,46.036376236325935,1.1607755029748044e-11,1.9436615474089092e-9,AT1G68850,NA,Peroxidase superfamily protein,87.004
BraA09g051710.3C,-1.3030174792472533,5.313793129165502,45.99950310654472,1.182829853634751e-11,1.969207770120199e-9,AT3G62260,NA,Protein phosphatase 2C family protein,80.779
BraA09g058850.3C,-2.0993891378352054,2.1038622070498705,45.96572639592952,1.2034000318890432e-11,1.99200526421496e-9,AT1G15180,NA,MATE efflux family protein,86.454
BraA05g016330.3C,-2.5448841661762986,2.140006902308862,45.325696353233795,1.668456259923771e-11,2.746127325992716e-9,AT1G55230,NA,Family of unknown function (DUF716),84.012
BraA04g023130.3C,-1.4074258553218488,3.277378587420438,45.25319353554863,1.7313798224607255e-11,2.822988617284634e-9,AT2G32030,NA,Acyl-CoA N-acyltransferases (NAT) superfamily protein,86.898
BraA09g054180.3C,-1.8763722834281065,4.6581605442108165,45.24950356721537,1.7346450354759214e-11,2.822988617284634e-9,AT2G23540,NA,GDSL-like Lipase/Acylhydrolase superfamily protein,89.216
BraA06g018850.3C,-1.095814873488656,3.943168087284922,45.22737045652045,1.7543601480543768e-11,2.83912317144353e-9,AT3G48020,NA,NA,76.039
BraA01g025110.3C,-1.4122467733822497,8.262574536063223,45.20577507847004,1.773812415892956e-11,2.854655447977064e-9,AT5G40010,AATP1,AAA-ATPase 1,85.146
BraA06g033020.3C,-2.9927626394198903,2.235747041993438,45.18247705439629,1.7950405070764317e-11,2.872858199391717e-9,AT5G25930,NA,Protein kinase family protein with leucine-rich repeat domain,78.822
BraA05g034520.3C,-2.936240459549323,5.302233575121951,45.018617804039835,1.951700357459655e-11,3.1064206568621583e-9,AT3G12500,ATHCHIB,NA,87.209
BraA02g004780.3C,-3.545496894175352,2.5145808737616826,44.72941448260049,2.2623299340846017e-11,3.581157023528019e-9,AT5G13320,AtGH3.12,Auxin-responsive GH3 family protein,85.069
BraA09g058750.3C,-2.305511210510538,3.1516500643442935,44.716720456195375,2.2770447124903877e-11,3.5848603930120407e-9,AT1G15380,GLYI4,Lactoylglutathione lyase / glyoxalase I family protein,85.944
BraA03g042430.3C,-4.445070416047095,2.3204041326345344,44.69210648846487,2.3058504710152474e-11,3.610587915911875e-9,AT2G13810,ALD1,AGD2-like defense response protein 1,86.643
BraA03g023760.3C,-2.3837084919629885,1.6577621511840919,44.68105866151561,2.318898076636962e-11,3.6114967464526624e-9,AT2G45510,CYP704A2,"cytochrome P450, family 704, subfamily A, polypeptide 2",86.026
BraA03g029470.3C,-1.523898109475759,2.637845014004804,44.66552873729481,2.3373641299940447e-11,3.6207895250089564e-9,AT4G01895,NA,systemic acquired resistance (SAR) regulator protein NIMIN-1-related,77.734
BraA09g025830.3C,-1.956700422615095,2.5361587776444874,44.48739970012382,2.5599952908902334e-11,3.944571467367462e-9,AT4G04490,CRK36,NA,83.048
BraA06g014750.3C,-2.0781356986869706,4.5541823551088045,44.45794172509133,2.5988061016565517e-11,3.9831859869199466e-9,AT1G19180,AtJAZ1,jasmonate-zim-domain protein 1,81.25
BraA05g039750.3C,-3.0657297320485006,0.5644278020428745,44.43222862261584,2.6331641262218333e-11,4.014605179389161e-9,AT3G05500,LDAP3,NA,89.071
BraA06g025320.3C,-1.1680861337852857,4.949655664672775,44.38974098239687,2.6909355676765618e-11,4.081205315416473e-9,AT5G61820,NA,NA,81.705
BraA02g036530.3C,-0.9805396474525538,5.42057793481854,44.274595338846765,2.8539600634765695e-11,4.305912245770274e-9,AT3G25610,ALA10,NA,89.9
BraA03g011610.3C,-1.8936759322761494,5.226553771012003,44.11891167865926,3.090208859005446e-11,4.616456061588125e-9,AT5G58860,CYP86,"cytochrome P450, family 86, subfamily A, polypeptide 1",89.844
BraA10g021830.3C,-1.2603998839575445,3.9036899446114273,44.117991800774945,3.09166140550986e-11,4.616456061588125e-9,AT5G18270,ANAC087,Arabidopsis NAC domain containing protein 87,88.384
BraA03g054560.3C,-2.7430094227861748,3.529037972719045,44.07684132776552,3.157344560254554e-11,4.69035678058738e-9,AT4G28530,anac074,NAC domain containing protein 74,85.701
BraA02g032040.3C,-1.2406721235366451,4.325887214668474,43.939729556237765,3.386446550320116e-11,5.005029779064955e-9,AT5G45500,NA,RNI-like superfamily protein,75.938
BraA07g021510.3C,-0.647200608390139,6.422376415065359,43.7961542251892,3.6442040808955866e-11,5.358644863725043e-9,AT3G53990,AtUSP,Adenine nucleotide alpha hydrolases-like superfamily protein,92.083
BraA06g036490.3C,-2.030129686093903,3.9286888455081943,43.52900727593993,4.177213329910729e-11,6.111389683881516e-9,AT3G29240,NA,Protein of unknown function (DUF179),88.088
BraA08g028290.3C,-4.6921231809248,1.1755230009390756,43.51777234256559,4.201264477030239e-11,6.115689918121204e-9,AT1G19250,FMO1,flavin-dependent monooxygenase 1,88.493
BraA05g032350.3C,-3.406702426898403,1.8113441924645293,43.40275962802815,4.45559329267864e-11,6.453481325115742e-9,AT3G14770,AtSWEET2,NA,84.654
BraA10g031920.3C,-2.595738347352663,3.403865879675483,43.387698951537246,4.4900187973967444e-11,6.470988284725816e-9,AT5G04380,NA,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,84.305
BraA02g011350.3C,-2.0232796366133146,3.783755380516542,43.35109961791717,4.5747908098091456e-11,6.560521791017393e-9,AT5G58860,CYP86,"cytochrome P450, family 86, subfamily A, polypeptide 1",89.646
BraA08g003270.3C,-2.2271366544995024,2.88969813563753,43.22398318322854,4.881860335528719e-11,6.966390650226401e-9,AT1G49960,NA,Xanthine/uracil permease family protein,90.345
BraA07g003290.3C,-1.2843268641134336,2.603255006606302,43.18692643900356,4.9752006454595715e-11,7.064784916552591e-9,AT2G17705,NA,NA,85.901
BraA03g054350.3C,-1.7605839396406857,3.689663347213757,43.04934930125292,5.337636701581368e-11,7.542471218117516e-9,AT4G32480,NA,NA,82.995
BraA09g048110.3C,-0.9696009755930048,4.186652208517895,42.8675043718509,5.857560868753986e-11,8.236981710974052e-9,AT3G57530,ATCPK32,NA,89.012
BraA09g031720.3C,-1.690808028140364,2.385228027696305,42.8500744422234,5.909983560887603e-11,8.270550907816042e-9,AT4G23190,AT-RLK3,NA,83.752
BraA04g025600.3C,-3.0502310651035387,3.627505774730768,42.786990799075255,6.103671953592851e-11,8.500536978446045e-9,AT2G35980,ATNHL10,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family,88.183
BraA09g043610.3C,-1.1102036763091216,4.553752059495832,42.77459401246938,6.142474879211793e-11,8.513646521579292e-9,AT3G52450,AtPUB22,NA,89.373
BraA01g014870.3C,-2.049751902560647,3.528975417303265,42.74626189601655,6.232086208051478e-11,8.596717774992153e-9,AT4G24140,NA,NA,87.183
BraA01g007240.3C,-1.1153560309301431,7.122529324479797,42.022641397542486,9.022269028768362e-11,1.2386591906415255e-8,AT4G30530,GGP1,NA,86.17
BraA06g018710.3C,-1.1043517336524769,3.35977891979182,41.98235787038955,9.210062626287382e-11,1.2584768592372305e-8,AT5G63590,ATFLS3,flavonol synthase 3,70.276
BraA10g018040.3C,-1.6518558547712312,5.1800758587083875,41.96430438474026,9.29548918494565e-11,1.2641865291526084e-8,AT1G12280,SUMM2,LRR and NB-ARC domains-containing disease resistance protein,65.175
BraA03g049140.3C,-2.8517212928121034,0.09531128998706788,41.8064032138718,1.007728559890178e-10,1.3602846652599069e-8,AT3G29190,NA,NA,78.347
BraA01g018700.3C,-4.601744139049398,4.110332271519314,41.793917530566176,1.0141842793720491e-10,1.3602846652599069e-8,AT4G27850,NA,NA,77.824
BraA03g020740.3C,-1.9790586795588248,3.3677325747118663,41.79370067823636,1.0142967677994334e-10,1.3602846652599069e-8,AT2G39200,ATMLO12,Seven transmembrane MLO family protein,90.83
BraA09g030960.3C,-1.145386457301442,3.797132865737158,41.714643342523914,1.0561499736070624e-10,1.4098872090068838e-8,AT1G34300,NA,lectin protein kinase family protein,84.933
BraA01g001790.3C,-2.3597752887962513,4.448710130940524,41.66697540661511,1.0822164789639058e-10,1.4380572001204783e-8,AT4G37070,AtPLAIVA,Acyl transferase/acyl hydrolase/lysophospholipase superfamily protein,84.889
BraA01g011630.3C,-1.4265555582632967,5.521755463123719,41.54023549681408,1.1546978035747782e-10,1.5273646563449395e-8,AT4G20860,AtBBE22,NA,84.401
BraA07g017010.3C,-1.3289948713836273,5.95734739325099,41.505325552620775,1.1755026525384032e-10,1.5478164017605667e-8,AT5G66900,NA,Disease resistance protein (CC-NBS-LRR class) family,76.716
BraA01g020840.3C,-2.6137974099963217,2.15845423953436,41.48780397744764,1.18608578056025e-10,1.5546847462112815e-8,AT4G12720,AtNUDT7,MutT/nudix family protein,87.719
BraA06g029870.3C,-2.60142837661373,3.7538771664072867,41.39952404848016,1.240875956133445e-10,1.6191754368141276e-8,AT2G18360,NA,NA,87.667
BraA05g027120.3C,-2.4493749229484143,2.0226906602782484,41.237108064137374,1.3483824033769112e-10,1.7515668816601958e-8,AT1G78500,PEN6,Terpenoid cyclases family protein,78.809
BraA09g030750.3C,-1.9518422911927766,3.76460657794986,41.10385734737177,1.443511698377846e-10,1.8667699499379218e-8,AT1G34670,AtMYB93,myb domain protein 93,87.727
BraA02g001820.3C,-2.2216700182129907,1.1675098360005438,41.083992781479225,1.458257546611566e-10,1.8774579826775042e-8,AT5G05600,JAO2,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,90.066
BraA03g028370.3C,-4.866529829422947,0.14990472086748838,40.91934074231152,1.586433468550457e-10,2.0334426865915772e-8,AT4G05030,NA,Copper transport protein family,85.909
BraA03g044210.3C,-0.7697954639781448,6.843219092220095,40.80709545727092,1.6802191871569147e-10,2.13858720067393e-8,AT5G61210,ATSNAP33,soluble N-ethylmaleimide-sensitive factor adaptor protein 33,84.832
BraA01g038360.3C,-1.1105770406797408,5.110056156310545,40.80359754730823,1.6832293625851148e-10,2.13858720067393e-8,AT3G13090,ABCC6,NA,86.262
BraA03g050940.3C,-3.107182691100887,1.060399354993935,40.63962757501554,1.830563677208543e-10,2.3156230830295665e-8,AT4G23250,CRK17,NA,79.597
BraA02g030050.3C,-0.7854566486718356,4.019777652511423,40.56375671450586,1.9030398000746037e-10,2.38858410269132e-8,AT5G42650,AOS,allene oxide synthase,82.53
BraA03g007930.3C,-1.3237292108858225,3.86412424396289,40.56201943888698,1.9047325591055472e-10,2.38858410269132e-8,AT5G17330,AtGAD1,glutamate decarboxylase,91.451
BraA08g009880.3C,-1.1102080459836101,4.977983202644678,40.496223565997795,1.9699642742475234e-10,2.456006773328052e-8,AT1G31710,NA,Copper amine oxidase family protein,87.055
BraA01g014100.3C,-1.505266466949619,3.4085550632958554,40.49078601554005,1.975454219088084e-10,2.456006773328052e-8,AT4G23510,NA,NA,74.426
BraA06g024180.3C,-2.025512744257667,3.535521344201529,40.37346220970292,2.0977113489920533e-10,2.596859075111188e-8,AT3G47790,ABCA8,NA,86.797
BraA02g017380.3C,-1.8486955733339523,2.7328737137511436,40.29516848516907,2.1834829542414387e-10,2.6915376263177022e-8,AT1G67070,DIN9,"Mannose-6-phosphate isomerase, type I",85.277
BraA08g009410.3C,-2.1869622520723926,2.9170765365457907,40.2721715442332,2.2093371085984322e-10,2.7118676848253977e-8,AT5G35110,NA,NA,74.929
BraA09g061420.3C,-1.9245426353193118,3.6302771562231975,40.12284724340992,2.3848337457089807e-10,2.914930968172901e-8,AT1G11190,BFN1,bifunctional nuclease i,89.216
BraA04g032230.3C,-1.8907805776976898,3.8937164094632357,40.08120671159291,2.436215260795266e-10,2.9652220031393808e-8,AT2G46680,ATHB-7,homeobox 7,82.953
BraA09g012720.3C,-0.9264741201649398,4.945489962959232,40.0415398380065,2.4861917717545147e-10,3.013389257078861e-8,AT1G79320,AtMC6,metacaspase 6,75.592
BraA03g029270.3C,-2.6753639746195828,7.881463676073378,39.91298340045822,2.655323059554849e-10,3.2049749328827026e-8,AT4G19760,NA,NA,78.024
BraA01g028200.3C,-1.2236797195113882,5.476182344824438,39.87940765886546,2.701362127119056e-10,3.247014858854142e-8,AT1G60420,AtNRX1,DC1 domain-containing protein,86.398
BraA06g034770.3C,-1.8400502147796176,3.880299757316374,39.81034969623191,2.798581944291427e-10,3.3499719736460355e-8,AT5G49350,NA,Glycine-rich protein family,77.424
BraA09g065680.3C,-1.4089902570635007,3.9113411778657143,39.794385439412366,2.821550370101312e-10,3.363566712802255e-8,AT1G02660,PLIP2,alpha/beta-Hydrolases superfamily protein,79.455
BraA06g042990.3C,-1.7972385245194733,4.507254635191883,39.75383361562707,2.8807460354696906e-10,3.4200594735854916e-8,AT5G44550,CASPL1B1,Uncharacterised protein family (UPF0497),87.522
BraA05g009840.3C,-1.9170708701577737,3.3056029579381816,39.39121204998665,3.4685446629064503e-10,4.0940922270040116e-8,AT2G35380,NA,Peroxidase superfamily protein,86.987
BraA09g021570.3C,-2.0355805200625774,2.461277552502357,39.38659479197494,3.476756033702661e-10,4.0940922270040116e-8,AT5G46050,AtNPF5.2,peptide transporter 3,83.386
BraA06g027040.3C,-1.7825210755079584,5.850017134102751,39.36072208405541,3.5231296494122284e-10,4.131903630938196e-8,AT5G63560,FACT,HXXXD-type acyl-transferase family protein,90.398
BraA03g015380.3C,-1.248972644432956,3.1659924998041173,39.34648631880211,3.548909062065537e-10,4.14535474636752e-8,AT5G51580,NA,NA,71.575
BraA03g026710.3C,-0.8533217885697634,6.453002058754877,39.24819271390574,3.732136672719663e-10,4.3418688809374775e-8,AT4G08850,MIK2,Leucine-rich repeat receptor-like protein kinase family protein,82.876
BraA09g011380.3C,-1.9250382541180409,3.012300938055949,39.22591228683713,3.7749688410051147e-10,4.3741318954494465e-8,AT2G18370,NA,NA,86.628
BraA03g059910.3C,1.630562454908779,6.095595935508037,39.09369503113295,4.0394641084368744e-10,4.66196001168125e-8,AT4G36220,CYP84A1,NA,91.043
BraA03g003810.3C,-1.6040054914729316,2.5510384525331298,39.08468826422701,4.0581425618547974e-10,4.664931497294038e-8,AT5G08790,anac081,NAC (No Apical Meristem) domain transcriptional regulator superfamily protein,86.449
BraA01g038570.3C,-1.3652976704284188,4.394991551874299,39.07070652252773,4.0873096864848725e-10,4.6798888141539045e-8,AT3G13090,ABCC6,NA,85.238
BraA03g020070.3C,-1.0756706086499372,7.079230271256106,39.03270874706669,4.167640938355438e-10,4.753079633948045e-8,AT2G38380,NA,Peroxidase superfamily protein,83.302
BraA02g039600.3C,-3.9155728069219258,0.8074443880513368,39.02464387288579,4.184893225679432e-10,4.754038704371835e-8,AT5G48400,ATGLR1.2,Glutamate receptor family protein,80.616
BraA01g008960.3C,-2.619544526823917,1.474507095776315,38.945400460755764,4.3582593576314884e-10,4.931642854369881e-8,AT4G28530,anac074,NAC domain containing protein 74,87.006
BraA04g031230.3C,-1.5013761203905034,4.895523151419587,38.92320050803977,4.408104443330547e-10,4.968636946085575e-8,AT2G44260,NA,Plant protein of unknown function (DUF946),84.238
BraA04g030650.3C,-1.8086504868842643,4.183202068428193,38.908237543884695,4.442022051803495e-10,4.987461038629598e-8,AT2G43000,ANAC042,NAC domain containing protein 42,86.152
BraA07g011840.3C,-1.0017258528405109,5.94355640445116,38.87526570958579,4.517686704312091e-10,5.05283198650628e-8,AT1G28130,GH3.17,Auxin-responsive GH3 family protein,90.601
BraA05g007680.3C,-2.800722994131449,2.554641333694811,38.84989378326358,4.5767882438427555e-10,5.099246224909113e-8,AT2G37900,NA,NA,85.341
BraA05g014880.3C,-2.3157977431015624,3.625728948545183,38.75280593795229,4.810182609986732e-10,5.338749802532401e-8,AT2G29220,LecRK-III.1,Concanavalin A-like lectin protein kinase family protein,83.592
BraA07g013360.3C,-3.5166176998690863,2.3415120994592136,38.664942392574545,5.031657804701883e-10,5.563246690328403e-8,AT1G27030,NA,NA,80.153
BraA02g043500.3C,-1.1380073703913811,2.6812000446983735,38.61333915635005,5.166461921919224e-10,5.690572964036353e-8,AT5G62180,AtCXE20,carboxyesterase 20,76.639
BraA09g059040.3C,-1.800814448436833,2.1878375794589067,38.556121464470294,5.320164284897727e-10,5.837671174428688e-8,AT1G14860,atnudt18,nudix hydrolase homolog 18,88.148
BraA04g027020.3C,-1.6206383293868436,4.573332785743546,38.53146808533366,5.387793366837562e-10,5.889569745303793e-8,AT2G38110,ATGPAT6,glycerol-3-phosphate acyltransferase 6,87.608
BraA08g011000.3C,-0.6996225566989897,5.965109652705884,38.441108609862866,5.643109556095453e-10,6.145473594773424e-8,AT4G14950,KMS1,SNARE associated Golgi protein family,87.697
BraA07g037200.3C,-2.7353656123548515,0.7879247975305514,38.27739715123242,6.136937833099532e-10,6.658232777124616e-8,AT1G72960,NA,Root hair defective 3 GTP-binding protein (RHD3),88.256
BraA06g010710.3C,-3.069336615858236,2.215279478065833,38.208371312956814,6.357907349191498e-10,6.872233585499227e-8,AT1G14540,PER4,Peroxidase superfamily protein,87.631
